60279.156250	67331.414062	56633.332031	60811.265625	73374.492188	66704.710938	71979.132812	71427.703125	57368.195312	77109.007812	78949.195312	76739.414062	82596.226562	81279.890625	69687.820312	63209.312500	64080.011719	67221.929688	81666.195312	59439.386719	66113.140625	66522.960938	76529.953125	76081.117188	86064.000000	64703.816406	68219.312500	82739.906250	75858.132812	51775.179688	52033.558594	75431.890625	
62787.800781	77804.664062	76427.648438	73717.789062	90963.171875	74125.789062	96060.656250	73474.156250	66720.414062	92853.070312	85629.531250	84476.148438	93636.718750	92944.648438	80137.703125	68388.710938	69942.929688	78725.625000	85618.593750	71706.164062	72729.906250	79649.929688	91319.679688	83248.648438	96637.460938	92731.867188	80271.187500	94237.953125	74995.445312	62520.937500	66162.445312	76796.312500	
58343.773438	67662.492188	57325.660156	57463.632812	78322.031250	57996.054688	76328.640625	62307.812500	63345.886719	79102.398438	75503.867188	71239.828125	77945.390625	74632.703125	59101.386719	65810.906250	57598.945312	63019.492188	78396.351562	59045.957031	62391.484375	56149.875000	68880.171875	63668.777344	77482.031250	72685.507812	57398.933594	83270.617188	70094.937500	62513.781250	44945.878906	61917.562500	
65116.062500	73441.539062	70333.085938	61170.417969	81065.468750	72297.546875	77137.328125	67358.164062	69491.109375	91903.070312	81233.890625	75575.695312	92197.476562	84389.906250	66599.101562	76761.046875	60689.605469	74724.851562	84695.484375	62931.144531	71895.898438	71335.773438	80238.109375	78532.992188	87222.367188	80001.554688	68872.382812	95597.429688	68219.781250	64244.812500	60306.644531	75501.015625	
73297.492188	88327.742188	76795.117188	81119.109375	95371.851562	85730.054688	96954.828125	83247.328125	76364.210938	96245.867188	96574.000000	87873.382812	94891.359375	96843.562500	82682.726562	81194.382812	75000.156250	97531.757812	97449.453125	80982.484375	72351.273438	73125.179688	86018.898438	85472.117188	108844.625000	88394.093750	84499.960938	104503.101562	97075.351562	81261.460938	67375.859375	86510.992188	
70627.632812	74838.804688	67825.937500	71831.000000	89418.453125	77551.937500	86571.210938	77988.906250	64601.437500	83963.382812	80239.726562	84658.750000	85669.718750	86132.601562	84912.476562	80296.984375	71568.476562	79631.390625	85657.078125	76272.320312	69963.195312	69044.312500	76901.023438	73652.562500	99143.398438	81389.296875	67863.687500	91102.898438	76072.492188	65667.968750	60146.144531	81180.851562	
70041.437500	86499.734375	74131.914062	72029.218750	101789.234375	81030.078125	90794.570312	82540.695312	77246.640625	99952.992188	92739.703125	83222.601562	96031.648438	87697.335938	81595.117188	73541.570312	82554.101562	79026.882812	91666.960938	78326.765625	75635.859375	79954.765625	90874.921875	78260.773438	94458.703125	88808.812500	78810.726562	99603.843750	82741.562500	65218.769531	61322.085938	81416.617188	
71921.265625	80663.664062	75841.617188	64324.261719	90499.375000	80236.328125	85823.828125	71942.015625	74940.085938	100933.765625	82483.359375	73614.398438	94463.679688	89627.101562	75543.039062	74302.093750	67259.687500	67863.203125	88202.281250	70802.976562	68250.664062	75370.445312	83935.296875	77787.796875	92141.976562	79575.023438	71958.367188	87168.843750	67846.515625	64986.031250	67860.023438	72517.703125	
56351.953125	58714.937500	60123.121094	58303.359375	74249.320312	60828.019531	72748.468750	66695.437500	59263.832031	69658.164062	70701.445312	68666.398438	70445.507812	71657.804688	66791.460938	63239.312500	57934.339844	67744.593750	72611.828125	66377.789062	62138.539062	61396.710938	75340.937500	67284.117188	79317.875000	63218.953125	62369.234375	80600.500000	67040.835938	53163.082031	46632.660156	60869.667969	
76646.992188	85392.242188	74112.179688	70304.125000	84729.000000	77964.859375	84497.390625	80480.664062	70373.906250	89701.437500	92285.375000	84990.226562	91560.226562	93053.218750	81123.953125	86058.796875	69240.921875	89471.312500	93693.710938	71966.765625	74627.640625	62741.402344	76892.937500	83573.601562	105318.648438	75793.101562	77284.742188	101772.773438	92277.359375	78194.734375	64622.246094	77479.773438	
62658.359375	68148.179688	72909.312500	58318.812500	78314.585938	76800.906250	81081.476562	78672.750000	60122.718750	81319.757812	75152.937500	80037.046875	75225.179688	82889.851562	80785.593750	67002.500000	69269.414062	69487.304688	76002.773438	62131.453125	71692.046875	65104.742188	78705.289062	73271.789062	95635.898438	74028.226562	75133.812500	77369.734375	74472.406250	58707.171875	64771.460938	74637.562500	
57456.843750	66453.601562	58350.812500	53581.402344	70321.750000	67143.210938	63793.972656	73180.843750	57035.183594	76504.476562	74041.640625	71117.539062	78411.781250	78502.382812	73255.750000	56606.816406	61947.558594	57139.562500	74922.281250	56642.003906	69204.843750	65412.835938	73124.757812	68117.437500	77039.312500	58052.566406	54377.726562	80051.781250	68963.937500	46698.765625	51480.171875	65231.687500	
63846.710938	77675.312500	69772.445312	56828.277344	82220.421875	81822.578125	76564.273438	77162.250000	67061.820312	84147.328125	81892.468750	82785.968750	86303.531250	89619.312500	80201.679688	67357.882812	81553.476562	73755.726562	86774.250000	69810.835938	70545.843750	65611.914062	77921.539062	77030.546875	93569.375000	67519.820312	76278.601562	84652.335938	83066.640625	59214.339844	65901.750000	79716.914062	
52698.164062	63665.191406	63499.691406	46780.281250	73282.429688	69720.625000	65374.160156	53936.335938	60992.234375	82260.492188	65368.339844	76375.570312	75736.343750	72123.281250	61393.695312	62377.878906	56970.828125	65033.191406	74293.148438	50515.355469	59063.726562	54795.605469	69920.242188	70977.703125	76824.250000	66390.445312	65200.933594	81983.937500	70928.429688	51239.078125	48693.570312	62312.867188	
74185.085938	95754.789062	70933.687500	80563.820312	98987.125000	89144.171875	94885.335938	84644.468750	73003.460938	94199.687500	91870.867188	92945.867188	102925.203125	96747.375000	88093.812500	92990.203125	84234.109375	88251.625000	93939.554688	80936.820312	77396.945312	79660.109375	88258.750000	92279.992188	114335.734375	94810.679688	88615.960938	103554.203125	87520.320312	72927.843750	71841.906250	98513.390625	
72179.757812	81331.531250	81567.609375	64492.578125	92641.476562	87793.101562	92618.171875	82303.703125	73831.367188	95791.976562	80978.093750	90637.140625	90880.054688	90087.664062	82512.492188	76005.914062	75348.406250	88737.882812	87932.625000	70906.539062	81034.039062	67381.601562	85367.335938	82588.781250	96834.484375	86800.414062	77024.867188	87784.335938	85668.617188	75171.031250	64827.542969	88220.148438	
73823.148438	75522.023438	76492.031250	62361.929688	85690.929688	78020.867188	84408.273438	73596.968750	75428.328125	88846.203125	86623.906250	82228.539062	88827.601562	86439.195312	80495.429688	78211.054688	65511.453125	74346.289062	87468.687500	67206.578125	71497.007812	72759.460938	92785.296875	87380.945312	98596.328125	71441.734375	73343.031250	98240.570312	80029.859375	64325.500000	62456.398438	72887.929688	
83231.750000	75382.523438	89166.890625	64836.664062	93783.453125	88909.507812	94815.718750	84355.117188	79520.812500	104159.250000	86923.250000	83668.726562	93473.632812	95642.812500	84835.796875	78845.875000	76114.093750	91639.921875	92048.265625	73817.570312	82552.710938	70558.125000	85863.656250	83259.648438	108533.460938	77472.429688	80206.070312	93710.132812	84893.000000	77105.148438	69405.937500	80830.859375	
