60279.150000	67331.410000	56633.330000	60811.260000	73374.490000	66704.710000	71979.140000	71427.710000	57368.190000	77109.010000	78949.190000	76739.410000	82596.230000	81279.900000	69687.820000	63209.320000	64080.000000	67221.930000	81666.200000	59439.390000	66113.140000	66522.960000	76529.940000	76081.120000	86064.010000	64703.820000	68219.310000	82739.910000	75858.130000	51775.180000	52033.560000	75431.890000	
62787.810000	77804.660000	76427.640000	73717.810000	90963.160000	74125.790000	96060.660000	73474.150000	66720.420000	92853.080000	85629.530000	84476.150000	93636.720000	92944.660000	80137.700000	68388.710000	69942.930000	78725.620000	85618.600000	71706.160000	72729.910000	79649.920000	91319.670000	83248.650000	96637.460000	92731.880000	80271.200000	94237.970000	74995.450000	62520.940000	66162.450000	76796.310000	
58343.780000	67662.490000	57325.660000	57463.630000	78322.030000	57996.060000	76328.630000	62307.810000	63345.880000	79102.400000	75503.860000	71239.830000	77945.390000	74632.720000	59101.390000	65810.900000	57598.940000	63019.490000	78396.360000	59045.960000	62391.480000	56149.880000	68880.170000	63668.780000	77482.040000	72685.510000	57398.940000	83270.610000	70094.940000	62513.780000	44945.880000	61917.560000	
65116.060000	73441.540000	70333.090000	61170.420000	81065.480000	72297.540000	77137.340000	67358.160000	69491.100000	91903.070000	81233.890000	75575.700000	92197.470000	84389.910000	66599.090000	76761.040000	60689.600000	74724.850000	84695.490000	62931.140000	71895.890000	71335.770000	80238.100000	78533.000000	87222.370000	80001.560000	68872.370000	95597.440000	68219.780000	64244.810000	60306.650000	75501.000000	
73297.500000	88327.740000	76795.110000	81119.100000	95371.840000	85730.060000	96954.820000	83247.320000	76364.230000	96245.860000	96574.010000	87873.370000	94891.350000	96843.570000	82682.730000	81194.380000	75000.160000	97531.760000	97449.450000	80982.480000	72351.290000	73125.180000	86018.920000	85472.120000	108844.620000	88394.100000	84499.960000	104503.090000	97075.350000	81261.460000	67375.860000	86510.990000	
70627.640000	74838.810000	67825.940000	71831.010000	89418.450000	77551.920000	86571.210000	77988.910000	64601.440000	83963.390000	80239.730000	84658.750000	85669.730000	86132.610000	84912.490000	80296.990000	71568.490000	79631.390000	85657.080000	76272.310000	69963.200000	69044.310000	76901.020000	73652.570000	99143.410000	81389.300000	67863.680000	91102.880000	76072.500000	65667.960000	60146.140000	81180.860000	
70041.440000	86499.730000	74131.910000	72029.210000	101789.250000	81030.090000	90794.560000	82540.690000	77246.650000	99953.010000	92739.690000	83222.600000	96031.650000	87697.330000	81595.110000	73541.570000	82554.100000	79026.880000	91666.970000	78326.760000	75635.850000	79954.760000	90874.920000	78260.770000	94458.690000	88808.810000	78810.720000	99603.860000	82741.560000	65218.770000	61322.090000	81416.620000	
71921.270000	80663.660000	75841.620000	64324.260000	90499.370000	80236.330000	85823.820000	71942.000000	74940.090000	100933.780000	82483.360000	73614.390000	94463.680000	89627.100000	75543.040000	74302.100000	67259.680000	67863.200000	88202.280000	70802.980000	68250.670000	75370.440000	83935.300000	77787.790000	92141.980000	79575.020000	71958.370000	87168.850000	67846.520000	64986.030000	67860.030000	72517.710000	
56351.950000	58714.940000	60123.120000	58303.360000	74249.320000	60828.020000	72748.470000	66695.440000	59263.830000	69658.160000	70701.440000	68666.410000	70445.510000	71657.800000	66791.470000	63239.310000	57934.340000	67744.590000	72611.830000	66377.780000	62138.540000	61396.710000	75340.940000	67284.110000	79317.870000	63218.950000	62369.230000	80600.510000	67040.830000	53163.080000	46632.660000	60869.670000	
76646.990000	85392.240000	74112.170000	70304.130000	84728.990000	77964.850000	84497.380000	80480.660000	70373.920000	89701.440000	92285.390000	84990.220000	91560.220000	93053.220000	81123.950000	86058.790000	69240.920000	89471.330000	93693.720000	71966.770000	74627.650000	62741.400000	76892.950000	83573.600000	105318.650000	75793.100000	77284.740000	101772.770000	92277.360000	78194.750000	64622.250000	77479.770000	
62658.360000	68148.180000	72909.310000	58318.810000	78314.580000	76800.910000	81081.490000	78672.750000	60122.720000	81319.760000	75152.940000	80037.050000	75225.180000	82889.840000	80785.600000	67002.500000	69269.420000	69487.310000	76002.780000	62131.450000	71692.050000	65104.740000	78705.290000	73271.790000	95635.890000	74028.220000	75133.810000	77369.730000	74472.410000	58707.170000	64771.450000	74637.560000	
57456.840000	66453.590000	58350.810000	53581.400000	70321.750000	67143.230000	63793.970000	73180.840000	57035.180000	76504.480000	74041.640000	71117.520000	78411.790000	78502.390000	73255.750000	56606.820000	61947.560000	57139.560000	74922.280000	56642.010000	69204.840000	65412.830000	73124.760000	68117.440000	77039.310000	58052.570000	54377.720000	80051.770000	68963.950000	46698.770000	51480.170000	65231.680000	
63846.710000	77675.320000	69772.450000	56828.270000	82220.420000	81822.580000	76564.280000	77162.250000	67061.820000	84147.330000	81892.470000	82785.960000	86303.540000	89619.320000	80201.680000	67357.880000	81553.470000	73755.740000	86774.250000	69810.840000	70545.850000	65611.920000	77921.540000	77030.550000	93569.370000	67519.820000	76278.600000	84652.350000	83066.640000	59214.340000	65901.760000	79716.920000	
52698.160000	63665.200000	63499.700000	46780.280000	73282.430000	69720.630000	65374.160000	53936.340000	60992.240000	82260.490000	65368.340000	76375.580000	75736.350000	72123.290000	61393.700000	62377.880000	56970.830000	65033.190000	74293.140000	50515.350000	59063.730000	54795.610000	69920.240000	70977.700000	76824.250000	66390.440000	65200.930000	81983.940000	70928.430000	51239.080000	48693.570000	62312.860000	
74185.090000	95754.780000	70933.680000	80563.830000	98987.130000	89144.170000	94885.340000	84644.470000	73003.460000	94199.690000	91870.860000	92945.880000	102925.200000	96747.390000	88093.800000	92990.200000	84234.110000	88251.630000	93939.560000	80936.820000	77396.930000	79660.110000	88258.770000	92279.990000	114335.740000	94810.690000	88615.970000	103554.200000	87520.320000	72927.860000	71841.910000	98513.390000	
72179.750000	81331.530000	81567.600000	64492.580000	92641.480000	87793.100000	92618.170000	82303.710000	73831.370000	95791.970000	80978.100000	90637.140000	90880.050000	90087.650000	82512.490000	76005.900000	75348.410000	88737.880000	87932.640000	70906.530000	81034.030000	67381.610000	85367.330000	82588.780000	96834.480000	86800.410000	77024.880000	87784.330000	85668.610000	75171.030000	64827.540000	88220.140000	
